XML-ID,Wikidata ID,Given Name,Surname,Name,Year of Birth,Year of Death,Lifespan,Brief Description
peHerrA,Q577,,,A,,,,
peAb,Q307365,,,’ABD AL-QADIR,1808,1883,1808-1883,emir i Algerie.
peAbd,Q151500,,,ABDÜLAZIZ,1830,1876,1830-1876,osmansk sultan 1861-76 (Hourani 2002).
peCARA,Q65936324,CHRISTIAN [AUGUST RUDOLPH],ABELSTED,CHRISTIAN [AUGUST RUDOLPH] ABELSTED,1833,1889,1833-1889,norsk skuespiller.
peTAb,Q12005997,THEODOR,ABILDGAARD,THEODOR ABILDGAARD,1826,1884,1826-1884,norsk student og arbeiderfører.
peCA,,[JENSINE MARIE FREDERIKKE] CECILIE,ABRAHAMS,[JENSINE MARIE FREDERIKKE] CECILIE ABRAHAMS,1848,1891,1848-1891,dansk filolog- og malerhustru.
peFrAb,,FRITZ,ABRAHAMS,FRITZ ABRAHAMS,1841,1881,1841-1881,dansk filolog.
peJHSA,Q5541497,[JOHANNES HENRIK] SEVERIN,ABRAHAMS,[JOHANNES HENRIK] SEVERIN ABRAHAMS,1843,1900,1843-1900,dansk teaterdirektør.
peTA,,[CARL JULIUS] THEODOR,ACKERMANN,[CARL JULIUS] THEODOR ACKERMANN,1827,1911,1827-1911,tysk bokhandler og forlegger.
peLAd,Q12032971,LEOPOLD,ADLER,LEOPOLD ADLER,1850,1919,1850-1919,"tysk skuespiller, dikter, dramaturg."
peSA,Q4346827,[KARIN] SOPHIE,ADLERSPARRE,[KARIN] SOPHIE ADLERSPARRE,1823,1895,1823-1895,svensk kvinnesaksforkjemper og forfatterinne.
peBA,Q457801,BERNHARD,AFINGER,BERNHARD AFINGER,1813,1882,1813-1882,tysk billedhugger.
peHEPCA,,[HENRIETTE ELISABETH] PAULINE [CHRISTINA],AHLBERG,[HENRIETTE ELISABETH] PAULINE [CHRISTINA] AHLBERG,1851,1896,1851-1896,svensk forfatterinne.
peAKar,,,ALEXANDER KARADJORDJEVIĆ (KARAGEORGEVIĆ),ALEXANDER KARADJORDJEVIĆ (KARAGEORGEVIĆ),1806,1885,1806-1885,fyrste av Serbia 1842-58.
peAlex,Q6081128,,,ALEXANDRA,1844,1925,1844-1925,prinsesse av Wales (fra 1901 dronning av England).
peBeAlm,,BETTY (Hedvig Christina Elisabeth),ALMLÖF,BETTY (Hedvig Christina Elisabeth) ALMLÖF,1831,1882,1831-1882,svensk skuespillerinne.
peJLA,,JOHAN LUDVIG,ALSING,JOHAN LUDVIG ALSING,1812,1902,1812-1902,norsk jurist og embetsmann.
peOAl,,OLGA,ALTIERI,OLGA ALTIERI,1843,1929,1843-1929,"russisk-italiensk prinsesse, forfatterinne."
peAmm,Q172198,,,AMMIANUS MARCELLINUS,0330,0395,0330-0395,"romersk historieskriver, født i Antiokia."
peMA,Q468252,MICHAEL [PETER],ANCHER,MICHAEL [PETER] ANCHER,1849,1927,1849-1927,dansk maler.
peAFA,,ANNE FREDRIKKE,ANDERSEN,ANNE FREDRIKKE ANDERSEN,1828,1895,1828-1895,"norsk ingeniørhustru, mor til Hildur Andersen. "
peAAn,Q1809088,AXEL,ANDERSEN,AXEL ANDERSEN,1846,1913,1846-1913,"norsk filolog, pedagog og dogmehistorisk forfatter."
peCCTA,Q12339304,CARL [CHRISTIAN THORVALD],ANDERSEN,CARL [CHRISTIAN THORVALD] ANDERSEN,1828,1883,1828-1883,dansk forfatter.
peHCA,Q5673,HANS CHRISTIAN,ANDERSEN,HANS CHRISTIAN ANDERSEN,1805,1875,1805-1875,dansk forfatter.
peHA,Q11975364,HILDUR,ANDERSEN,HILDUR ANDERSEN,1864,1956,1864-1956,norsk pianistinne og musikkpedagog.
peMatA,Q18756028,MATHILDE,ANDERSEN,MATHILDE ANDERSEN,,,,ikke identifisert.
peOMA,,OLUF MARTIN,ANDERSEN,OLUF MARTIN ANDERSEN,1826,1908,1826-1908,norsk stadsingeniør og brannsjef.
peTAn,Q5553363,THEODOR [VILHELM JACOB],ANDERSEN,THEODOR [VILHELM JACOB] ANDERSEN,1835,1909,1835-1909,dansk skuespiller og teaterdirektør.
peVA,Q62081520,VALBORG,ANDERSEN,VALBORG ANDERSEN,1857,1937,1857-1937,norsk lærerinne.
peRBA,Q3436547,RASMUS BJØRN,ANDERSON,RASMUS BJØRN ANDERSON,1846,1936,1846-1936,norsk-amerikansk forfatter.
peJAn,,JUSTUS [HENRIK],ANDERSSEN,JUSTUS [HENRIK] ANDERSSEN,1867,1938,1867-1938,norsk lege.
peLAS,Q38873,LOU,ANDREAS-SALOMÉ,LOU ANDREAS-SALOMÉ,1861,1937,1861-1937,tysk forfatterinne.
peJPA,Q62604189,JENS PETER,ANDRESEN,JENS PETER ANDRESEN,1818,1871,1818-1871,norsk advokat.
peCJA,Q5557366,CARL JOHAN,ANKER,CARL JOHAN ANKER,1835,1903,1835-1903,norsk offiser.
peAnAn,Q17352679,ANTON,ANNO,ANTON ANNO,1838,1893,1838-1893,tysk skuespiller.
peAA,Q529001,ANDRÉ,ANTOINE,ANDRÉ ANTOINE,1858,1943,1858-1943,"fransk skuespiller, teaterdirektør, kritiker og filmregissør."
pePA,Q95757498,PAUL,APFELSTEDT,PAUL APFELSTEDT,,,,tysk autografsamler.
peAEAr,,ANNA ELIZA,ARBO,ANNA ELIZA ARBO,1854,1921,1854-1921,norsk malerhustru.
pePNA,Q353014,PETER NICOLAI,ARBO,PETER NICOLAI ARBO,1831,1892,1831-1892,norsk maler.
peFrAr,,FRANCES [ELIZABETH],ARCHER,FRANCES [ELIZABETH] ARCHER,1855,1929,1855-1929,britisk kritikerhustru.
peWA,Q1382278,WILLIAM,ARCHER,WILLIAM ARCHER,1856,1924,1856-1924,britisk teaterkritiker og journalist.
peSArc,Q1777383,SOFUS [ANTON BIRGER],ARCTANDER,SOFUS [ANTON BIRGER] ARCTANDER,1845,1924,1845-1924,norsk politiker og embetsmann.
peArius,Q2141569,,,ARIUS,0250,0336,0250-0336,aleksandrinsk presbyter (prest).
peRA,Q94660459,RICHARD ACLAND,ARMSTRONG,RICHARD ACLAND ARMSTRONG,1843,1905,1843-1905,engelsk unitarprest.
peWAA,Q694665,[WILLIBALD] ARNO VON,ARNDT,[WILLIBALD] ARNO VON ARNDT,1835,1902,1835-1902,tysk offiser.
peKLAr,,KARL LUDWIG (ARNDTS VON ARNESBERG),ARNDTS,KARL LUDWIG (ARNDTS VON ARNESBERG) ARNDTS,1803,1878,1803-1878,tysk rettslærd.
peAAr,Q5560073,AUGUST [FREDRIK],ARPPE,AUGUST [FREDRIK] ARPPE,1854,1925,1854-1925,finsk skuespiller og teaterdirektør.
peAArs,Q16168148,AKSEL [KRISTIAN ANDERSEN],ARSTAL,AKSEL [KRISTIAN ANDERSEN] ARSTAL,1855,1940,1855-1940,norsk geograf og skolemann.
peHArs,,HENNY [HENRIETTE WILHELMINE],ARSTAL,HENNY [HENRIETTE WILHELMINE] ARSTAL,1872,1931,1872-1931,norsk geografhustru.
peOAr,,OLAUS (OLE),ARVESEN,OLAUS (OLE) ARVESEN,1830,1917,1830-1917,"norsk journalist, skolemann og politiker."
peSMA,,SOPHIE MARIE,ARVESEN,SOPHIE MARIE ARVESEN,1842,1905,1842-1905,norsk skolestyrerhustru.
pePCA,Q355485,PETER CHRISTEN,ASBJØRNSEN,PETER CHRISTEN ASBJØRNSEN,1812,1885,1812-1885,norsk eventyrsamler og naturforsker.
peThAs,Q180332,TORKEL HALVORSEN,ASCHEHOUG,TORKEL HALVORSEN ASCHEHOUG,1822,1909,1822-1909,"norsk jurist, økonom, historiker og politiker."
peJaHAs,Q42553578,JACOB [HVEDING],ASMUNDSEN,JACOB [HVEDING] ASMUNDSEN,1841,1910,1841-1910,"norsk skuespiller, regissør og teaterleder."
peHRA,Q1809560,HANS RASMUS,ASTRUP,HANS RASMUS ASTRUP,1831,1898,1831-1898,norsk forretningsmann og politiker.
peLA,,[EUPHRASIE HÉLOISE] LYDIE,AUBERNON DE NERVILLE,[EUPHRASIE HÉLOISE] LYDIE AUBERNON DE NERVILLE,1825,1899,1825-1899,fransk salongvertinne og litterat.
peAAu,Q1777870,[FREDRIK LUDVIG] ANDREAS [VIBE],AUBERT,[FREDRIK LUDVIG] ANDREAS [VIBE] AUBERT,1851,1913,1851-1913,norsk kunsthistoriker.
peEA,Q4936944,ELISE [SOFIE],AUBERT,ELISE [SOFIE] AUBERT,1837,1909,1837-1909,norsk forfatterinne.
peLMBA,,LUDVIG [MARIBO BENJAMIN],AUBERT,LUDVIG [MARIBO BENJAMIN] AUBERT,1838,1896,1838-1896,norsk jurist og politiker.
peAug,,AUGUSTA/GUSTA,,AUGUSTA/GUSTA,,,,"tjenestepike hos Ibsen, ikke identifisert, jf. kommentar til brev til Su. Ibsen 11. desember 1894."
peOAB,Q456147,OLE ANDREAS,BACHKE,OLE ANDREAS BACHKE,1830,1890,1830-1890,norsk jurist og politiker.
peHaBa,Q263025,HARRIET,BACKER,HARRIET BACKER,1845,1932,1845-1932,norsk malerinne.
peWBa,Q2547062,WALTHER,BACMEISTER,WALTHER BACMEISTER,,,,tysk gymnasiast.
peFBa,,FREDERIK [AUGUST WILHELM],BAGGE,FREDERIK [AUGUST WILHELM] BAGGE,1861,1928,1861-1928,dansk boktrykker.
peMaBa,Q6874729,MAGNUS [THULSTRUP],BAGGE,MAGNUS [THULSTRUP] BAGGE,1825,1894,1825-1894,norsk maler.
pePeBa,Q5564004,PETER [FREDRIK LEO],BAGGE,PETER [FREDRIK LEO] BAGGE,1850,1926,1850-1926,svensk skolemann.
peCTB,,CARL [THOLSTRUP],BAHNSON,CARL [THOLSTRUP] BAHNSON,1845,1917,1845-1917,dansk prest og forfatter.
peHeBa,Q94034,HERMANN,BAHR,HERMANN BAHR,1863,1934,1863-1934,østerriksk forfatter.
peABan,,ALBERT [THEODOR FREDERIK NICOLAI REICHWEIN HUITFELDT],BANG,ALBERT [THEODOR FREDERIK NICOLAI REICHWEIN HUITFELDT] BANG,1831,1892,1831-1892,norsk offiser.
peACB,Q3356252,ANTON CHRISTIAN,BANG,ANTON CHRISTIAN BANG,1840,1913,1840-1913,"norsk biskop, statsråd og kirkehistoriker."
peFSB,,FREDERIK SIEGFRED,BANG,FREDERIK SIEGFRED BANG,1810,1889,1810-1889,dansk kunstsamler.
peHBa,Q439370,HERMAN [JOACHIM],BANG,HERMAN [JOACHIM] BANG,1857,1912,1857-1912,dansk forfatter.
peIB,Q44968216,IVAR [CHRISTIAN],BANG,IVAR [CHRISTIAN] BANG,1869,1918,1869-1918,norsk-svensk lege og professor.
peABa,Q47113679,ANDREA,BARBARO,ANDREA BARBARO,,,,italiensk hotellvert.
peMBa,,MARIETTA,BARBARO,MARIETTA BARBARO,,,,"italiensk hotellvertinne. Gift med Andrea Bararo, vert i Alergo della Luna, Amalfi, der Isen fullførte Et dukkehjem juli-septemer 1879 (Anker 2, 137). "
peEBa,Q94748404,EMILIE,BARDACH,EMILIE BARDACH,1862,1955,1862-1955,østerriksk kjøpmannsdatter.
peMiBa,,MINNA,BARDACH,MINNA BARDACH,,,,"østerriksk kjøpmannshustru, mor til Emilie Bardach (Figueiredo 2007, 615). "
peSiBa,,SIGMUND,BARDACH,SIGMUND BARDACH,,1890,-1890,"østerriksk kjøpmann, far til Emilie Bardach. "
peAGB,,ADOLF [GABRIEL],BARNEKOW,ADOLF [GABRIEL] BARNEKOW,1838,1924,1838-1924,svensk greve.
peVBa,Q3557146,VICTOR,BARRUCAND,VICTOR BARRUCAND,1864,1934,1864-1934,fransk forfatter og journalist.
peBas,Q44258,,,BASILEIOS DEN STORE,0330,0379,0330-0379,gresk kirkeleder.
peBasAnc,,,,BASILEIOS AV ANCYRA,,0364,-0364,østromersk biskop.
peFrBa,Q13515,FRÉDÉRIC,BASTIAT,FRÉDÉRIC BASTIAT,1801,1850,1801-1850,fransk nasjonaløkonom.
peCBa,,C.,BAUER,C. BAUER,,,,tysk husvertinne.
peHBau,,HENRY [FRANCIS],BAUËR,HENRY [FRANCIS] BAUËR,1851,1915,1851-1915,"fransk journalist, kritiker og dramatiker."
peCBe,Q5568907,CARL [JOHAN],BEHRENS,CARL [JOHAN] BEHRENS,1867,1946,1867-1946,dansk forfatter og journalist.
peBell,,J. LAMBERT,BELLEFROID,J. LAMBERT BELLEFROID,1814,1890,1814-1890,belgisk medisiner og embetsmann.
peBEB,Q2854546,BENDIX EDVARD [REUTZ],BENDIXEN,BENDIX EDVARD [REUTZ] BENDIXEN,1838,1918,1838-1918,norsk skolemann og arkeolog.
peCMBe,,CHRISTINE MARIE,BENDIXEN,CHRISTINE MARIE BENDIXEN,1858,1892,1858-1892,norsk arkeologhustru.
peGuB,,GIUSEPPE,BENEDETTINI,GIUSEPPE BENEDETTINI,,,,italiensk oppsynsmann og bud.
peVBe,Q273950,VICTORIA [MARIA],BENEDICTSSON,VICTORIA [MARIA] BENEDICTSSON,1850,1888,1850-1888,svensk forfatterinne.
peOBen,Q5570805,[JOSEF] OSCAR,BENSOW,[JOSEF] OSCAR BENSOW,1870,1936,1870-1936,svensk teolog.
peOBe,,[CARL] OTTO [VALDEMAR],BENZON,[CARL] OTTO [VALDEMAR] BENZON,1856,1927,1856-1927,dansk apoteker og forfatter.
peChristen,,CHRESTEN [POULSEN] (Christen),BERG,CHRESTEN [POULSEN] (Christen) BERG,1829,1891,1829-1891,dansk politiker.
peKBe,,KAARLO [JOHAN] (Juhani),BERGBOM,KAARLO [JOHAN] (Juhani) BERGBOM,1843,1906,1843-1906,finsk teaterdirektør.
peABer,Q88890,ALFRED Freiherr von,BERGER,ALFRED Freiherr von BERGER,1853,1912,1853-1912,østerriksk teaterdirektør og forfatter.
peBKB,Q11960795,BERNHARD KONRAD,BERGERSEN,BERNHARD KONRAD BERGERSEN,1847,1927,1847-1927,norsk sakfører og dommer.
peJoBe,Q5572082,JOHANNES,BERGH,JOHANNES BERGH,1837,1906,1837-1906,norsk advokat.
peLB,Q5572130,[HAAKON] LUDVIG,BERGH,[HAAKON] LUDVIG BERGH,1865,1924,1865-1924,"norsk skuespiller, sceneinstruktør, teatersjef, sanger og forfatter."
peBrBer,Q725227,BRYNJULF [LARSEN],BERGSLIEN,BRYNJULF [LARSEN] BERGSLIEN,1830,1898,1830-1898,norsk billedhugger.
peKBer,Q983663,KNUD [LARSEN],BERGSLIEN,KNUD [LARSEN] BERGSLIEN,1827,1908,1827-1908,norsk maler.
peCMHB,Q11963867,CLARA [MATHILDE HENRIETTE],BERGSØE,CLARA [MATHILDE HENRIETTE] BERGSØE,1837,1905,1837-1905,dansk forfatterinne (OneTree Genealogy 2004-05).
peJFBerg,,JOHAN FREDERIK,BERGSØE,JOHAN FREDERIK BERGSØE,1841,1897,1841-1897,dansk forfatter og maler.
peVB,,[JØRGEN] VILHELM,BERGSØE,[JØRGEN] VILHELM BERGSØE,1835,1911,1835-1911,dansk forfatter og zoolog.
peBJC,Q1037035,[JOHAN] CARL [ERNST],BERLING,[JOHAN] CARL [ERNST] BERLING,1812,1871,1812-1871,dansk boktrykker og hoffembetsmann.
peGBe,,[FREUND JAKOB] GOTTLOB,BERNER,[FREUND JAKOB] GOTTLOB BERNER,1823,1914,1823-1914,dansk teaterembetsmann.
peHEB,Q955114,HAGBARD EMANUEL,BERNER,HAGBARD EMANUEL BERNER,1839,1920,1839-1920,norsk politiker og embetsmann.
peBern,Q188411,,,BERNHARD,1851,1928,1851-1928,arveprins av Sachsen-Meiningen.
peCaBe,Q499784,CARL,BERNHARD,CARL BERNHARD,1798,1865,1798-1865,dansk romanforfatter.
peSB,Q4605,SARAH,BERNHARDT,SARAH BERNHARDT,1844,1923,1844-1923,fransk skuespillerinne.
peTCB,,THEODOR CHRISTIAN,BERNHOFT,THEODOR CHRISTIAN BERNHOFT,1833,1885,1833-1885,norsk prest.
peGLB,Q160538,GIOVANNI LORENZO,BERNINI,GIOVANNI LORENZO BERNINI,1598,1680,1598-1680,"italiensk billedhugger, arkitekt og maler."
peEBe,Q107883,ELSA,BERNSTEIN,ELSA BERNSTEIN,1866,1949,1866-1949,tysk forfatterinne.
peMBe,,MAX (MAXIMILIAN ERNST),BERNSTEIN,MAX (MAXIMILIAN ERNST) BERNSTEIN,1854,1925,1854-1925,tysk advokat og forfatter.
peCaB,Q991570,CARL,BERTRAND,CARL BERTRAND,1816,1895,1816-1895,tysk lege og oversetter.
peRaBe,,RAGNHILD,BERVEN,RAGNHILD BERVEN,1863,1946,1863-1946,norsk sangerinne (F 1900;
peOBet,Q15435800,OTTOMAR,BETA,OTTOMAR BETA,1845,1913,1845-1913,"tysk naturviter, journalist og forfatter."
peMBey,Q17119538,MORTEN,BEYER,MORTEN BEYER,1822,1880,1822-1880,norsk dispasjør og dommer.
peGvB,Q95687788,GABRIELE VON,BIBRA,GABRIELE VON BIBRA,1853,,1853-,tsjekkisk-østerriksk.
peJBiden,Q5575510,JOHAN LAURITZ,BIDENKAP,JOHAN LAURITZ BIDENKAP,1828,1892,1828-1892,norsk lege.
peHJB,,HENNING JUNGHANS,BIE,HENNING JUNGHANS BIE,1813,1889,1813-1889,"norsk seilskutekaptein, losoldermann og havnefogd."
peCdBdC,Q23765906,CHARLES DE,BIGAULT DE CASANOVE,CHARLES DE BIGAULT DE CASANOVE,1847,1910,1847-1910,fransk lærer og oversetter.
peHjBi,,HJALMAR,BIGLER,HJALMAR BIGLER,1860,,1860-,dansk bokhandler.
peCSAB,Q5576010,CARL STEEN ANDERSEN,BILLE,CARL STEEN ANDERSEN BILLE,1828,1898,1828-1898,dansk avismann og politiker.
peLoBi,,LOUISE [MOGENSINE],BILLE,LOUISE [MOGENSINE] BILLE,1841,1926,1841-1926,dansk redaktør- og politikerhustru.
peJBi,Q12715928,JUST [JOHAN],BING,JUST [JOHAN] BING,1866,1954,1866-1954,norsk statsarkivar og historiker.
peSBi,,SAMUEL (eg. Siegfried),BING,SAMUEL (eg. Siegfried) BING,1838,1905,1838-1905,tysk-fransk kunstsamler og kunstforhandler.
peESJB,,ELSE SOPHIE JENSDATTER,BIRKEDALEN,ELSE SOPHIE JENSDATTER BIRKEDALEN,1818,1892,1818-1892,norsk tjenestepike.
peHJHB,,HANS JACOB HENDRICHSSEN (Henriksen),BIRKEDALEN,HANS JACOB HENDRICHSSEN (Henriksen) BIRKEDALEN,1846,1916,1846-1916,norsk smed.
peMBi,,MARIE,BIRKELAND,MARIE BIRKELAND,1831,1919,1831-1919,norsk embetsmannshustru.
peMB,Q449180,MICHAEL,BIRKELAND,MICHAEL BIRKELAND,1830,1896,1830-1896,"norsk riksarkivar, historiker og politiker."
peHBi,,HANS,BIRKREM,HANS BIRKREM,1821,1872,1821-1872,norsk lærer.
peOvB,Q59872,OTTO [FÜRST] VON,BISMARCK,OTTO [FÜRST] VON BISMARCK,1815,1898,1815-1898,tysk politiker.
peCGVBi,Q3364664,[CHRISTIAN GOTTLIEB] VILHELM,BISSEN,[CHRISTIAN GOTTLIEB] VILHELM BISSEN,1836,1913,1836-1913,dansk billedhugger.
peCAB,Q694077,CARL ANTON,BJERKNES,CARL ANTON BJERKNES,1825,1903,1825-1903,norsk matematiker og fysiker.
peWMB,,WALBORG MARIE,BJØRN,WALBORG MARIE BJØRN,1861,,1861-,norsk pensjonatvertinne.
peBBj,Q721741,BJØRN,BJØRNSON,BJØRN BJØRNSON,1859,1942,1859-1942,norsk skuespiller og teatersjef.
peBB,Q46405,BJØRNSTJERNE [MARTINIUS],BJØRNSON,BJØRNSTJERNE [MARTINIUS] BJØRNSON,1832,1910,1832-1910,norsk forfatter.
peDB,Q24680810,DAGNY,BJØRNSON,DAGNY BJØRNSON,1876,1974,1876-1974,"yngste datter av Bjørnstjerne og Karoline Bjørnson (Amdam & Keel 1993-99, . 2, 629). "
peEjBj,,EJNAR,BJØRNSON,EJNAR BJØRNSON,1864,1942,1864-1942,norsk forretningsmann.
peEBj,Q11066700,ERLING,BJØRNSON,ERLING BJØRNSON,1868,1959,1868-1959,"norsk gårdruker og politiker, sønn av Bjørnstjerne og Karoline Bjørnson. "
peIAa,,INGEBORG [MATHILDE LAURA],BJØRNSON,INGEBORG [MATHILDE LAURA] BJØRNSON,1858,1937,1858-1937,norsk sangerinne.
peKBj,Q4352561,KAROLINE,BJØRNSON,KAROLINE BJØRNSON,1835,1934,1835-1934,norsk dikterhustru.
pePBj,,PETER [ELIAS],BJØRNSON,PETER [ELIAS] BJØRNSON,1838,1906,1838-1906,norsk embetsmann.
peABla,Q764239,AUGUST [THEODOR],BLANCHE,AUGUST [THEODOR] BLANCHE,1811,1868,1811-1868,"svensk forfatter, teatermann og politiker."
pePiB,Q1597820,PIETRO,BLASÈRNA,PIETRO BLASÈRNA,1836,1918,1836-1918,italiensk fysiker.
peMBl,,MARIE,BLEHR,MARIE BLEHR,1845,1920,1845-1920,norsk hotellvertinne (NBO PA).
peOBlehr,Q560571,OTTO [ALBERT],BLEHR,OTTO [ALBERT] BLEHR,1847,1927,1847-1927,norsk jurist og politiker.
peRBle,Q4939507,RANDI [MARIE],BLEHR,RANDI [MARIE] BLEHR,1851,1928,1851-1928,norsk kvinnesaksforkjemper.
peDrB,Q100261636,[THOMAS LAURITZ CHRISTIAN] FREDERIK,BLICH,[THOMAS LAURITZ CHRISTIAN] FREDERIK BLICH,1810,1879,1810-1879,norsk lege.
peJBC,Q4939515,JENNY [FREDERIKKE],BLICHER-CLAUSEN,JENNY [FREDERIKKE] BLICHER-CLAUSEN,1865,1907,1865-1907,dansk forfatterinne.
peEBlix,Q1329019,ELIAS,BLIX,ELIAS BLIX,1835,1902,1835-1902,"norsk salmedikter, teolog, filolog og politiker."
peRBlix,Q1773520,RAGNVALD,BLIX,RAGNVALD BLIX,1882,1958,1882-1958,norsk karikaturtegner.
peCBl,Q547055,CARL [HEINRICH],BLOCH,CARL [HEINRICH] BLOCH,1834,1890,1834-1890,"dansk maler, raderer og tegner."
peEB,Q12309936,[HARALD] EMIL,BLOCH,[HARALD] EMIL BLOCH,1836,1914,1836-1914,dansk kunsthistoriker.
peWiB,Q5579201,WILLIAM [EDVARD],BLOCH,WILLIAM [EDVARD] BLOCH,1845,1926,1845-1926,dansk sceneinstruktør og forfatter.
peHOB,Q16176769,HANS ØRN,BLOM,HANS ØRN BLOM,1817,1885,1817-1885,norsk forfatter og publisist.
peOBl,Q71567,OSKAR,BLUMENTHAL,OSKAR BLUMENTHAL,1852,1917,1852-1917,"tysk teaterleder, kritiker og forfatter."
peJCBl,Q124094,JOHANN CASPAR,BLUNTSCHLI,JOHANN CASPAR BLUNTSCHLI,1808,1881,1808-1881,sveitsisk-tysk rettslærd og politiker.
peABly,Q610981,AXEL [GUDBRAND],BLYTT,AXEL [GUDBRAND] BLYTT,1843,1898,1843-1898,norsk botaniker og geolog.
peJABl,,JOHANNE ALIDA,BLYTT (Blydt),JOHANNE ALIDA BLYTT (Blydt),1826,1905,1826-1905,norsk stadsmeglerhustru.
pePB,,PETER [MICHAEL],BLYTT (Blydt),PETER [MICHAEL] BLYTT (Blydt),1823,1897,1823-1897,norsk handelsmann og stadsmegler (
peVBl,Q105650468,VALBORG,BLYTT,VALBORG BLYTT,1855,,1855-,norsk stadsmeglerdatter.
peGiBo,Q1514544,GIROLAMO,BOCCARDO,GIROLAMO BOCCARDO,1829,1904,1829-1904,italiensk nasjonaløkonom.
peCHB,,[CÆSAR] HAKON,BOECK,[CÆSAR] HAKON BOECK,1832,1898,1832-1898,norsk lege.
peSBoe,,[INGEBORG] SOPHIE,BOECK,[INGEBORG] SOPHIE BOECK,1839,1917,1839-1917,"norsk legehustru, gift med foregående Hakon Boeck (F 1875; Koro 1908-15; NBO PA). "
peTB,Q3373789,THORVALD [OLAF],BOECK,THORVALD [OLAF] BOECK,1835,1901,1835-1901,norsk kongelig fullmektig og boksamler.
peAPB,,ALEKSEJ PETROVITSJ,BOGOLJUBOV,ALEKSEJ PETROVITSJ BOGOLJUBOV,1824,1896,1824-1896,"russisk marinemaler, samler og lærer."
peCBoi,Q1055239,CAMILLO,BOITO,CAMILLO BOITO,1836,1914,1836-1914,italiensk arkitekt og kunstskribent.
peEBo,,ERNST [SEVERIN JENS],BOJESEN,ERNST [SEVERIN JENS] BOJESEN,1849,1925,1849-1925,dansk forlegger.
peFEB,,FREDERIK [ENGELHARDT],BOJSEN,FREDERIK [ENGELHARDT] BOJSEN,1841,1926,1841-1926,dansk politiker.
peJBo,Q1396614,JOHAN [CHRISTOFFER],BOKLUND,JOHAN [CHRISTOFFER] BOKLUND,1817,1880,1817-1880,svensk maler.
peWB,,[ANDREAS] WILHELM,BOLIN,[ANDREAS] WILHELM BOLIN,1835,1924,1835-1924,finsk filosof.
peABom,,ANETTE [JØRGINE],BOMHOFF,ANETTE [JØRGINE] BOMHOFF,1811,1894,1811-1894,norsk kjøpmannshustru.
peKB,Q3436189,KARL [GETHER],BOMHOFF,KARL [GETHER] BOMHOFF,1842,1925,1842-1925,"norsk farmasøyt, fabrikkbestyrer og bankdirektør."
peMBom,,[CAMILLA] MATHILDE,BOMHOFF,[CAMILLA] MATHILDE BOMHOFF,1854,1923,1854-1923,norsk bankdirektørhustru.
peBoni,,CLEMENS,BONIFACIUS,CLEMENS BONIFACIUS,,,,pseudonym for P.Chr. Asjørnsen. 
peCBo,Q63126109,CAMILLE,BONNARD,CAMILLE BONNARD,1793,,1793-,fransk kostymeverkforfatter.
peLBo,Q170259,LÉON [JOSEPH FLORENTIN],BONNAT,LÉON [JOSEPH FLORENTIN] BONNAT,1833,1922,1833-1922,fransk maler.
peAB,Q1588065,ALBERT,BONNIER,ALBERT BONNIER,1820,1900,1820-1900,svensk forlagsbokhandler.
peBeBo,Q104755506,BETTY,BONNIER,BETTY BONNIER,1828,1888,1828-1888,svensk bokhandlerhustru.
peMvB,Q42529197,MARIE VON,BORCH,MARIE VON BORCH,1843,1895,1843-1895,"tysk oversetter (om fødselsår, jf. ADB 45, 313)."
peABo,,AXEL [JUELL],BORCHGREVINK,AXEL [JUELL] BORCHGREVINK,1838,1902,1838-1902,norsk ingeniør.
peBBo,Q62079666,BETTY [JULIE],BORCHSENIUS,BETTY [JULIE] BORCHSENIUS,1850,1890,1850-1890,dansk skuespillerinne.
peOB,,OTTO [FREDERIK CHRISTIAN WILLIAM],BORCHSENIUS,OTTO [FREDERIK CHRISTIAN WILLIAM] BORCHSENIUS,1844,1925,1844-1925,dansk forfatter.
peCPB,Q71397141,CARL [PETER],BORGAARD,CARL [PETER] BORGAARD,1799,1868,1799-1868,dansk dramatiker og teatermann i Norge.
pePBH,Q446871,PAUL,BOTTEN-HANSEN,PAUL BOTTEN-HANSEN,1824,1869,1824-1869,"norsk litteraturkritiker, bibliograf og bibliotekar."
peJoBH,,HANNA (Johanne Evine Karine Elisabeth),BOTTEN-HANSEN,HANNA (Johanne Evine Karine Elisabeth) BOTTEN-HANSEN,1833,1917,1833-1917,norsk redaktør- og bibliotekarhustru.
peAAB,Q448812,[ANTOINE] AUGUST,BOURNONVILLE,[ANTOINE] AUGUST BOURNONVILLE,1805,1879,1805-1879,"dansk solodanser, ballettmester og koreograf."
peAEB,Q216668,[ALBERT] EMIL,BRACHVOGEL,[ALBERT] EMIL BRACHVOGEL,1824,1878,1824-1878,tysk forfatter.
peOBr,Q71903,OTTO,BRAHM,OTTO BRAHM,1856,1912,1856-1912,tysk teaterleder og -kritiker.
peJoBr,Q7294,JOHANNES,BRAHMS,JOHANNES BRAHMS,1833,1897,1833-1897,tysk komponist.
peAsBr,,ASTRID,BRANDES,ASTRID BRANDES,1880,1880,1880-1880,datter av Georg og Gerda Brandes. Døde av difteri 19. novemer 1890 (GBT). 
