Number,Letter_ID,Sender_ID,Sender_Name,Recipient_ID,Recipient_Name,Date,Dispatch_Location,Dispatch_Location_Abbr,Mentioned_Person_ID,Mentioned_Person,Mentioned_Org_ID,Mentioned_Org,Mentioned_Places_Abbr,Mentioned_Places,Recipient_Adress,Mentioned_Works_IDs
117,B18660425FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-04-25,ROMA,Rom,,,,,"'Dk, N, Sorr'","'Danmark, Norge, Sorent'",,woBr
118,B18660504MB,peHI,HENRIK IBSEN,peMB,MICHAEL BIRKELAND,1866-05-04 - 1866-05-05,ROMA,Rom,"'peKongK4, peGS, peBB, peOAB, pePBH, peJLo, peAFK, peCD, peJLH, peCHau, peMBi, peOF, peFStang'",,orgStort,,"'N, Sthlm, Dk, Kbh, Rom, Vat'","'Norge, Stokholm, Danmark, Kjøbenhavn, Rom, Pavestaten'","'Hr: Rigsarkivar M Birkeland., a Christiania, (Norvegia.)'","'woBr, woKE'"
119,B18660505BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1866-05-05,ROMA,Rom,"'peMB, peKongK4, peGS, peBD, peHHolm, peFB, peKBj, peMT'",,"'orgChrTh, orgStort'",,Kri,Christiania,"'Till, Digteren Bjørnstjerne Bjørnson., Christiania'",
120,B18660505BD,peHI,HENRIK IBSEN,peBD,BERNHARD DUNKER,1866-05-05,ROMA,Rom,"'peOF, peHad, pePrax, peMyr'",,orgStort,,"'Kap, Vat, ViBo, ViLu'","'Capitoliets, Vatikanets, Villa Borghese, Villa Ludovisi'","'Hr: Regjeringsadvokat Dunker., Christiania.'",
121,B18660516HCTh,peHI,HENRIK IBSEN,peHCTh,HARALD THAULOW,1866-05-16,ROMA,Rom,peREP,,,,,,,
122,B18660521FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-05-21,ROMA,Rom,"'peGr, peGS, peFStang, peKongK4, peCHau, peCP, peGB, peECR, peHFH, peVL, peGAKH'",,"'orgStort, orgKNVS'",,"'Pa, Trhm, Sthlm, Kri, N'","'Paris, Throndhjem, Norge'",,"'woBr, woKG'"
123,B18660528MT,peHI,HENRIK IBSEN,peMT,MAGDALENE THORESEN,1866-05-28,ROMA,Rom,"'peFH, peECR'",,,,"'Kri, Fras, Alfj'","'Chr-a, Frascati, Albanerbjergene'",,woBr
124,B18660602GS,peHI,HENRIK IBSEN,peGS,GEORG SIBBERN,1866-06-02,ROMA,Rom,peKongK4,,,,"'Kri, Sthlm'","'Christiania, Stokholm'",,woBr
125,B18660606LH,peHI,HENRIK IBSEN,peLH,LARS HANSEN,1866-06-06,FRASCATI,Fras,"'peAuLor, peCPC, peGuB, peJB'",,,,"'Kbh, Rom'","'Kjøbenhavn, Rom'",,
126,B18660609FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-06-09,FRASCATI,Fras,"'peHFH, peGB, peBB, peSKi'",,orgChrTh,,"'Kri, Sthlm'","'Chr-a, Stokholm'",,woBr
127,B18660618NR,peHI,HENRIK IBSEN,peNR,NIELS RAVNKILDE,1866-06-18,FRASCATI,Fras,,,,,,,"'All’ illustrissimo Maestro, Il Signore Nicolo Ravnkilde., Indirizz: all Cav: J. Bravo,, Consigliere di Stato di Danimarca,, Console di Svezia & Norvegia., Roma.'",
128,B18660722PBH,peHI,HENRIK IBSEN,pePBH,PAUL BOTTEN-HANSEN,1866-07-22,FRASCATI,Fras,"'peFB, peJB, peSuI, peJoBH, peCic, peJLo'",,"'orgSF, orgStort'",,"'Sthlm, Kri, Rom, Camp, Fras, Alfj, PaGr, Tus, Mdh, Sab, Ap, Na, MoSo'","'Stokholm, Kristiania, Rom, Campagnen, Frascati, Albanerbjergene, Palazzo Gratiosi, Tusculum, Middelhavet, Sabinerland, Appeninerne, neapolitanske, Mons Soracte'","'Herr Universitetsbibliothekar, P. Botten-Hansen'",woBr
129,B18660724Kdep,"peHI', 'peAuLor', 'peJB","HENRIK IBSEN', 'AUGUST LORENZ', 'JOHAN BRAVO",orgKdep,KIRKE- OG UNDERVISNINGSDEPARTEMENTET,1866-07-24,ROMA,Rom,"'peAuLor, peJB'",,,,,,'Til Den kongelige norske Regjerings Departement for Kirke- og\n                        Undervisningsvæsenet i Christiania.',
130,B18660822FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-08-22 - 1866-08-24,FRASCATI,Fras,"'peGS, peFStang, peGB, peEGr'",,,,"'Dk, Kbh, Sthlm, Kri, He'","'Danmark, Kjøbenhavn, Stokholm, Kristiania, Grækenland'","'Herr Cancelliraad Hegel., Copenaghen., Danimarca.'","'woBr, woKK'"
131,B18660824EGr,peHI,HENRIK IBSEN,peEGr,EDVARD GRIEG,1866-08-24,FRASCATI,Fras,"'peBB, peSuI'",,orgChrTh,,Sthlm,Stokholm,"'Till, Komponisten Hr. Edvard Grieg.'",
132,B18660920JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1866-09-20,FRASCATI,Fras,,,,,,,,
133,B18661005FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-10-05,ROMA,Rom,"'peJLi, pePBH, peJDy, peECR, peCP, peMSa, peAuLa'",,,,Kbh,Kjøbenhavns Klasselotteri;,,"'woKK, woBr'"
134,B18661005MB,peHI,HENRIK IBSEN,peMB,MICHAEL BIRKELAND,1866-10-05,ROMA,Rom,"'peJHT, peFStang, peFH, peJLi, peJDy, peOAB, peJLo, pePBH, peJES, peLDa, peBB, peSuI, peChar, peMBi'",,,,"'Pa, He, N, Sorr'","'Paris, Grækenland, Norge, Sorrent'",,woKK
135,B18661102FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-11-02,ROMA,Rom,"'peECR, peBD, peLD, peALCL, peKongChr4, peGS, peKongK4, peBB, peNR, peFB, pePBH, peMB, peMSa, peHNC'",,,,"'Sthlm, N'","'Stokholm, Norge'",,"'woBr, woKK, woPG'"
136,B18661111CT,peHI,HENRIK IBSEN,peCT,CHRISTIAN TØNSBERG,1866-11-11,ROMA,Rom,"'peFH, peECR, peBB, peCNJ'",,,,"'Dk, Na, Rom'","'Danmark, Neapel, hernede'","'Herr Generalkonsul Tønsberg., Ridder af Dannebrog og fl:\n                        O:, Adr: Bredgade N,  14., Copenaghen., Danimarca.'",woPG
137,Budat18661117BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1866-11-17,[ROMA],Rom,"'peHJN, peBD, peCic, peKBj, peMT, peMTh, peSuI, peFB, peNR'",,"'orgSF, orgChrTh, orgStud'",,"'Rom, Kbh, N'","'Roms, Kjøbenhavn, Norge'",,woBr
138,B18661123FH2,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-11-23,ROMA,Rom,peNR,,,,,,"'Herr Cancelliraad Hegel, Kjøbenhavn.'",
139,B18661123FH1,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-11-23,ROMA,Rom,peCEH,,,,Kbh,Kjøbenhavn,,
140,B18661210SF,"peHI', 'peJCo","HENRIK IBSEN', 'JANUS LA COUR",orgSF,DEN SKANDINAVISKE FORENING I ROMA,1866-12-10,ROMA,Rom,,,,,,,,
141,B18661215CT,peHI,HENRIK IBSEN,peCT,CHRISTIAN TØNSBERG,1866-12-15,ROMA,Rom,peCNJ,,,,,,,
142,B18670105FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-01-05,ROMA,Rom,"'peAlB, peLD, peALCL, peCP, peJLi'",,,,N,Norge,,"'woKK, woBr, woPG'"
143,B18670209BJC,"peHI', 'peJB","HENRIK IBSEN', 'JOHAN BRAVO",peBJC,CARL BERLING,1867-02-09,ROMA,Rom,,,orgSF,,,,,
144,B18670304NR,peHI,HENRIK IBSEN,peNR,NIELS RAVNKILDE,1867-03-04,ROMA,Rom,,,,,,,"'All Illmo Signore, Il Maestro N: Ravnkilde., Via di Ripetta, N,  39., Roma.'",
145,B18670308FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-03-08,ROMA,Rom,"'peMAG, peAxF, peHRi, peHHe, peSKi, peNR, peALCL, peAnL, peHNC, pePAAH, pePMOL, peBB'",,orgChrTh,,"'Sthlm, Kri'","'Stockholm, Christiania'",,"'woPG, woBr, woKK'"
146,B18670309CP,peHI,HENRIK IBSEN,peCP,CLEMENS PETERSEN,1867-03-09,ROMA,Rom,peFH,,,,,,,woBr
147,B18670327FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-03-27,ROMA,Rom,"'peVB, peHNC, pePMOL, peEPHH, pePHe, peVHei'",,,,Sorr,Sorrento,,"'woBr, woPG, woKK'"
148,B18670502FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-05-02,ROMA,Rom,"'peVB, peAuLa, peJB'",,,,"'Isc, Dk, Kbh'","'Ischia, Danmark, Kjøbenhavn'",,"'woKK, woBr'"
149,B18670516VB,peHI,HENRIK IBSEN,peVB,VILHELM BERGSØE,1867-05-16,ROMA,Rom,"'peLH, peMS'",,,,"'Rom, Na, Isc, Sen'","'Rom, Neapel, Ischia, la piccola Sentinella'",,
150,B18670808FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-08-08,ISCHIA,Isc,"'peDD, pePGy, pePCA, peCP, peVB, peCKFM, peGB'",,,,"'Rom, Na, Gud, Na, Sorr'","'Rom, Neapel, Gudbrandsdalen, Sorrento'",,"'woPG, woKK'"
151,B18670918FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-09-18,SORRENTO,Sorr,"'peAuLa, peBB, peCKFM, peDD'",,,,Na,Neapel,,woPG
152,B18671015MT,peHI,HENRIK IBSEN,peMT,MAGDALENE THORESEN,1867-10-15,SORRENTO,Sorr,"'peSaLu, peDFa, pePCA, peFH, peTK, peAxT, peCT, peSuI, peSiI'",,,,"'Kbh, It, Isc, Rom, Vat, N, Pom'","'Kjøbenhavn, Italien, Ischia, Rom, Pavestaten, Norge, Pompeji'",,woPG
153,B18671016JB,peHI,HENRIK IBSEN,peJB,JOHAN BRAVO,1867-10-16,SORRENTO,Sorr,"'peGuB, peALo, peLFGS, peSuI'",,,,"'Rom, Kbh'","'Rom, Kjøbenhavn'",,woPG
154,B18671018FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-10-18,SORRENTO,Sorr,"'peGB, peBB, peCP, peVB, peJB, peAuLa'",,,,Rom,Rom,,woPG
155,B18671021JC,peHI,HENRIK IBSEN,peJC,JONAS COLLIN,1867-10-21,SORRENTO,Sorr,"'peVB, peEC, peGGa, peSuI, peLASc, peGB'",,,,"'Rom, Isc, Sorr, Na, Vat, Pom, Fir, Kbh'","'Rom, Ischia, Sorrento, Neapel, Pavestaten, Pompeji, Florentz, Kjøbenhavn'","'Herr Cand: magister Jonas Collin., Adr: Dronningens Tvergade No 19., Copenaghen., (Danimarca.)'",woPG
156,B18671104JB,peHI,HENRIK IBSEN,peJB,JOHAN BRAVO,1867-11-04,SAN GERMANO,SanGer,"'peDD, peVB, peCSAB, peSuI'",,,,"'Vat, Rom, Na, Sorr, Pom'","'pavelige Grænse, Rom, Neapel, Sorrento, Pompeji'",,woPG
157,B18671108JB,peHI,HENRIK IBSEN,peJB,JOHAN BRAVO,1867-11-08,SAN GERMANO,SanGer,"'peGuB, peALo'",,,,Rom,Rom,,
158,B18671123FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-11-23,ROMA,Rom,"'peGB, peJAAFD'",,,,"'N, Kri, Vat'","'Norge, Christiania, Pavestaten'",,"'woBr, woPG'"
159,B18671209BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1867-12-09 - 1867-12-10,ROMA,Rom,"'peCP, peMaMo, peCPP, peKBj'",,,,"'Kbh, N, Dk'","'Kjøbenhavn, Norge, Danmark'",,"'woPG, woBr'"
160,B18671228BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1867-12-28,ROMA,Rom,"'peCP, peJWGo, peFH, peJB, pePMOL, peABla, peJHT, peKBj'",,orgChrTh,,"'NoIt, N'","'Norditalien, Norge'",,
161,B18680127HHag,"peHI', 'peJLHB', 'peJB', 'peVB', 'peOVM","HENRIK IBSEN', 'JOHN BÖRJESON', 'JOHAN BRAVO', 'VILHELM BERGSØE', 'OTTO VALDEMAR                        MOURIER",peHHag,HANS HAGERUP,1868-01-27,ROMA,Rom,"'peMAG, pePW'",,orgSF,,Kbh,Kjøbenhavn,,
162,B18680221JdB,"peHI', 'peJLHB', 'peJB', 'peVB', 'peOVM","HENRIK IBSEN', 'JOHN BÖRJESON', 'JOHAN BRAVO', 'VILHELM BERGSØE', 'OTTO VALDEMAR                        MOURIER",peJdB,JOHAN DE BESCHE,1868-02-21,ROMA,Rom,,,orgSF,,,,,
163,B18680223SF,peHI,HENRIK IBSEN,orgSF,DEN SKANDINAVISKE FORENING I ROMA,1868-02-23,ROMA,Rom,,,,,,,,
164,B18680224FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-02-24,ROMA,Rom,"'peBB, peGB, pePHj, peSiI'",,,,"'SE, N, Dk, Kri'","'Sverig, Norge, Danmark, Christiania'",,"'woBr, woPG, woUF'"
165,B18680310SF,"peHI', 'peLH', 'peJLHB', 'peJFK","HENRIK IBSEN', 'LARS HANSEN', 'JOHN BÖRJESSON', 'JOHANNES FRITIHOF                           KJELLBERG",orgSF,DEN SKANDINAVISKE FORENING I ROMA,1868-03-10,ROMA,Rom,,,,,,,"'Til, Bestyrelsen for den skand: Forening, i Rom.'",
166,B18680331MT,peHI,HENRIK IBSEN,peMT,MAGDALENE THORESEN,1868-03-31,ROMA,Rom,"'peJdB, peTK, peAxT'",,orgSF,,"'It, Kri, N, Vat, Sthlm'","'Italien, Kristiania, vort Land, Pavestatens, Stokholm'",'Fru Magdalene Thoresen.',
167,B18680427FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-04-27,ROMA,Rom,"'peHLo, peBB, peGB'",,,,"'NoIt, Ty, Pa, Fir'","'Norditalien, Tyrol, Paris, Florentz'",,
168,B18680622JB,peHI,HENRIK IBSEN,peJB,JOHAN BRAVO,1868-06-22,BERCHTESGADEN,BerGad,"'peAHas, peFH, peHLo, peOF, peNR, peOVM, peHJBu'",,orgGyl,,"'Rom, Fir, Bol, Ven, Bo, Bay, Tu'","'Rom, Florents, Bologna, Venedig, Botzen, Bayern, Turin'",,
169,B18680728FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-07-28,BERCHTESGADEN,BerGad,"'peBB, peJB, peLH, peMT, peAHas'",,,,"'Fir, Ty, Mun, Dre, Pa, Sal, Kbh, It, Bay'","'Florentz, Tyrol, München, Dresden, Salzburg, Kbhvn, Italien, Bayern'",,woBr
170,B18680820FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-08-20,BERCHTESGADEN,BerGad,"'peECR, peGRo, peCHau, peLD'",,,,"'Sal, Ga, Kbh, Sthlm'","'Salzburg, Gastein, Kjøbenhavn, Stokholm'",,"'woUF, woKE'"
171,B18680922FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-09-22,MÜNCHEN,Mun,peCBa,,orgKT,,"'Dre, N, Mun, Tu'","'Dresden, Norge, Münchens virkelige Kunstskatte, Turin'",,"'woKE, woUF'"
172,B18681002FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-10-02,MÜNCHEN,Mun,peCBa,,,,"'BerGad, Mun, Dre'","'Berchtesgaden, München, Dresden'",,
173,B18681010FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-10-10,DRESDEN,Dre,,,,,"'Mun, Dre'","'München, Dresden'",,"'woUF, woBr'"
174,B18681031FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-10-31,DRESDEN,Dre,"'peGB, peJB, peRS, peVB'",,orgKT,,"'N, Dk, Rom, Dre, D'","'Norge, Danmark, Rom, Dresden, Tydsklands'",,"'woUF, woBr, woKE'"
175,B18681031RS,peHI,HENRIK IBSEN,peRS,RUDOLPH SCHMIDT,1868-10-31,DRESDEN,Dre,"'peRNi, peCP'",,,,"'Rom, It'","'Rom, Italien'","'Herr Cand: mag: Rudolf Schmidt, Klareboderne N,  16, 2,  Sal., Kopenhagen.'",woUF
176,B18681222FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-12-22,DRESDEN,Dre,"'peGB, peJB, peHLo, peHJGr, peMT, peVB, peCPP, peCKFM, pePFSt, peCLFl, peJH, peSuI, peMTh'",,,,"'Tu, Rom, BerGad, Kbh, Ty, Dk, N'","'Turin, Rom, Berchtesgaden, Kjøbenhavn, Tyrol, Danmark, Norge'",,woUF
177,Budat1866-68NR,peHI,HENRIK IBSEN,peNR,NIELS RAVNKILDE,1866 - 1868-04,[ROMA],Rom,,,orgSF,,,,"'Illmo Signore, Il Maestro N: Ravnkilde'",
178,B18690122FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-01-22,DRESDEN,Dre,"'peHLo, peJB, peSpi, peMT, peKAWi, peJWC, peGECG, peRS'",,,,Rom,Rom,,woUF
179,B18690126RS,peHI,HENRIK IBSEN,peRS,RUDOLPH SCHMIDT,1869-01-26,DRESDEN,Dre,peBB,,,,,,"'Hr: Cand: magist: Rudolf Schmidt., Klareboderne. 16. 2., Kopenhagen.'",
180,B18690210PFS,peHI,HENRIK IBSEN,pePFS,PETER FRIEDRICH SIEBOLD,1869-02-10,DRESDEN,Dre,"'peFH, peHelm'",,,,"'Dk plN plSE, Kri'","'de tre skandinaviske Lande, Christiania'",,woBr
181,B18690216Kdep,peHI,HENRIK IBSEN,orgKdep,KIRKE- OG UNDERVISNINGSDEPARTEMENTET,1869-02-16,DRESDEN,Dre,"'peLD, peJB, peTMom, peJAWN, peGGa'",,orgSF,,"'SE, D, Fr, It, N, Kbh, Berl, Pra, Wien, Tri, Ven, Mil, Gen, Liv, Rom, Genz, Alfj, FoRom, PAL, Cate, Titu, Aric, SAB, Ti, Fras, Tus, Na, Isc, Sorr, Ama, Sale, Pom, Vat, SanGer, Fir, Ver, Sal, Ty, Mun'","'Sverig, Tyskland, Frankrig, Italien, Norge, Kjøbenhavn, Berlin, Prag, Wien, Triest, Venedig, Milano, Genua, Livorno, Rom, Genzano, Albanerbjergene, forum romanum, Palatin, Caracallas, Titus’s Thermer, Ariccia, Sabinerbjergene, Tivoli, Frascati, det gamle Tusculum, Neapel, Ischia, Sorrento, Amalfi, Salerno, Pompeji, Pavestaten, San Germano, Florentz, Verona, Salzburg, Tyrol, München'",,"'woBr, woPG, woUF, woKK'"
182,B18690220FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-02-20,DRESDEN,Dre,"'peBB, peCFR, peMT, peSiI, peTho, peRS'",,,,"'Kbh, Rom, Kri'","'Kjøbenhavn, Rom, Christiania'",,woUF
183,B18690228FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-02-28,DRESDEN,Dre,pePFSt,,,,,,,woUF
184,B18690314FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-03-14,DRESDEN,Dre,"'peAuLa, peECR, peGAKH, peGAK, peGB, peBB, pePFS'",,,,"'N, Lei'","'Norge, Leipzig'",,"'woUF, woBr'"
185,B18690323MS,peHI,HENRIK IBSEN,peMS,MARTIN SCHNEEKLOTH,1869-03-23,DRESDEN,Dre,"'peCHau, peVB, peFH, peJB, peOVM, peOF, peSiI, peKAH, pePFS'",,orgGyl,,"'It, Rom, Kbh, Ty, Bo, BerGad'","'Italien, Rom, Kbhvn, Tyrol, Botzen, Berchtesgaden'",,"'woUF, woKG, woBr'"
186,B18690407FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-04-07,DRESDEN,Dre,"'peCP, peBB'",,,,,,,woUF
187,B18690418KB,peHI,HENRIK IBSEN,peKB,KARL BOMHOFF,1869-04-18,[DRESDEN],Dre,,,,,,,"'Herrn Cand: pharm: Bomhoff., Palaisplatz., N,  4, Parterre.'",
188,B18690502FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-05-02,DRESDEN,Dre,"'peBB, peCHSch, peJSW'",,,,Dk,Danmark,,woUF
189,B18690509PFS,peHI,HENRIK IBSEN,pePFS,PETER FRIEDRICH SIEBOLD,1869-05-09,DRESDEN,Dre,"'peHelm, peFH, peHLa'",,orgStort,,"'Lei, D'","'Leipzig, Tydskland'",,woKE
190,B18690516AI,peHI,HENRIK IBSEN,peAI,ANDREAS HORNBECK ISACHSEN,1869-05-17,DRESDEN,Dre,"'peTH, peJI'",,orgChrTh,,"'Dre, Kri, Berl'","'Dresden, Kristiania, Berlin'","'Herr Skuespiller A. H. Isachsen., in Christiania., (Norw, gen.)'","'woUF, woBr'"
191,B18690528LD,peHI,HENRIK IBSEN,peLD,LORENTZ DIETRICHSON,1869-05-28,DRESDEN,Dre,"'pePFS, peJMD, peHoDi, peFH, peLuH, peSuI'",,orgStort,,"'Sthlm, Kas, Lei, Got'","'Stokholm, Cassel, Leipzig'",,"'woKE, woUF, woBr, woPG, woKG'"
192,B18690529JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1869-05-29,DRESDEN,Dre,,,orgStort,,,,,
193,B18690529Tho,peHI,HENRIK IBSEN,peTho,CHR. THORKILSEN,1869-05-29,DRESDEN,Dre,,,,,Kbh,Kjøbenhavn,,
194,B18690531PFS,peHI,HENRIK IBSEN,pePFS,PETER FRIEDRICH SIEBOLD,1869-05-31,DRESDEN,Dre,"'peLD, peJJW, peJGTG, peAvonS'",,,,"'Sthlm, Lei, N, Kas'","'Stokholm, Leipzig, Norge, Cassel'",,woBr
195,B18690610FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-06-10,DRESDEN,Dre,"'peCHSch, peALCL, peGB'",,,,"'Kbh, D'","'Kjøbenhavn, Tyskland'",,"'woUF, woKG'"
196,B18690615FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-06-15,DRESDEN,Dre,,,orgKT,,,,,"'woBr, woKG'"
197,B18690615ALi,peHI,HENRIK IBSEN,peALi,ANDREAS CONRAD PUTSCHER LINDE,1869-06-15,DRESDEN,Dre,peFH,,orgKT,,"'N, Dk, Kri, Kbh'","'Norge, Danmarks, Christiania, Kjøbenhavn'",,woUF
198,B18690615PFS,peHI,HENRIK IBSEN,pePFS,PETER FRIEDRICH SIEBOLD,1869-06-15,DRESDEN,Dre,peLD,,,,Kas,Cassel,,
199,B18690616FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-06-16,DRESDEN,Dre,"'peLD, peBB, peMT'",,"'orgChrTh, orgKDTS, orgStort'",,"'Sthlm, Kbh, Kri'","'Stokholm, Kjøbenhavn, Kristiania'",,
200,B18690617JB,peHI,HENRIK IBSEN,peJB,JOHAN BRAVO,1869-06-17,DRESDEN,Dre,"'peSiI, peOVM'",,orgReg,,"'Kri, Rom, It'","'Kristiania, Rom, Italien'",,woUF
201,B18690617KB,peHI,HENRIK IBSEN,peKB,KARL BOMHOFF,1869-06-17,DRESDEN,Dre,,,,,,,,
202,B18690619LD,peHI,HENRIK IBSEN,peLD,LORENTZ DIETRICHSON,1869-06-19,DRESDEN,Dre,peHaWi,,orgKDTS,,"'N, SE, Sthlm'","'Norge, Sverig, Stokholm'",,woUF
203,B18690626GB,peHI,HENRIK IBSEN,peGB,GEORG BRANDES,1869-06-26,DRESDEN,Dre,"'peGGal, peRNi, peMMW, peJC, peJHL, peMAG'",,,,"'Rom, Kbh'","'Rom, Kbhvn'",,"'woBr, woUF, woKE'"
204,B18690706JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1869-07-06,DRESDEN,Dre,"'peEaE, pePMOL, peAFK'",,,,Sthlm,Stokholm,,
205,B18690715GB,peHI,HENRIK IBSEN,peGB,GEORG BRANDES,1869-07-15,DRESDEN,Dre,"'peBB, peBMi, peRaf, peMLut, peFH'",,,,"'Sthlm, Kbh'","'Stokholm, Kjøbenhavn'",,"'woUF, woPG, woBr'"
206,B18690718JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1869-07-18,DRESDEN,Dre,peSuI,,,,,,,
207,B18690719FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-07-19,DRESDEN,Dre,peEaE,,"'orgChrTh, orgKDTS, orgKT'",,"'Sthlm, SE'","'Stokholm, Sverig'",,woUF
208,B18690801JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1869-08-01,STOCKHOLM,Sthlm,,,,,,,,
209,B18690802JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1869-08-02,STOCKHOLM,Sthlm,"'peLKDaa, peJLo, peLD, peLovi'",,,,"'Dre, N'","'Dresden, Norge'",,
210,B18690922FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-09-22,STOCKHOLM,Sthlm,"'peGB, pePHa, peMJH, peRK, pePGP, peVB, peMT'",,"'orgKT, orgChrTh, orgKDTS'",,"'Kbh, Eg, SE'","'Kjøbenhavn, Egypten, Sverig'",,woUF
211,B18690922RK,peHI,HENRIK IBSEN,peRK,RICHARD KAUFMANN,1869-09-22,STOCKHOLM,Sthlm,,,,,,,,
212,B18690924JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1869-09-24,STOCKHOLM,Sthlm,"'peIsP, peKongK4, peSuI, peOvK, peMT'",,"'orgKdep, orgKT, orgKDTS'",,"'Eg, Suez, Pa, SE, Dre, Ma'","'hans Land, Suez-Kanalens, Paris, Sverig, Dresden, Marseille'",,
213,B18690926HSto,peHI,HENRIK IBSEN,peHSto,HEDVIG STOUSLAND,1869-09-26,STOCKHOLM,Sthlm,"'peMI, peKPI, peIsP, peSuI, peSiI'",,,,"'N, Sthlm, Dre, Pa, Eg'","'Norge, Stockholm, Dresden, Paris, Egypten'",,
214,B18691214FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-12-14,DRESDEN,Dre,"'peSuI, peBB, peJHT, peGB, pePHa, peRW'",,,,"'Eg, N, Kri, Nu, RodH'","'Egypten, Norge, Christiania, Nubien, det røde Hav'",,woUF
215,B18691217JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1869-12-17,DRESDEN,Dre,"'peAb, peEug, peSuI, peHJN, peFH, peJLo, pePBH, peMTh, peSiI, peLuDa, peHCTh, peAOV'",,orgChrTh,,"'Nil, Nu, RodH, Ism, Lu, Ka, Suez, Sthlm, Eg, Kri, SE'","'Nilen, Nubien, det røde Hav, Ismailia, Luxor, Kairo, Suez, Stokholm, Egypten, Christiania, Sverig'",,woUF
216,B18691227RS,peHI,HENRIK IBSEN,peRS,RUDOLPH SCHMIDT,1869-12-27,DRESDEN,Dre,"'peJLi, peBB'",,,,Tro,Tromsø,"'Herr Cand: mag: Rudolf Schmidt, Klareboderne, N,  16.2., Kopenhagen.'",
217,B18691230SAH,peHI,HENRIK IBSEN,peSAH,SVEN ADOLF HEDLUND,1869-12-30,DRESDEN,Dre,peJDCL,,,,"'Ka, Eg'","'Kairo, Egypten'",,
218,B18691231EaE,peHI,HENRIK IBSEN,peEaE,ERIK AF EDHOLM,1869-12-31,DRESDEN,Dre,peLeLa,,orgKDTS,,"'Sthlm, Eg'","'Stockholm, Egypten'",,woUF
