Letter_ID,Sender_ID,Sender_Name,Recipient_ID,Recipient_Name,Date,Dispatch_Location,Dispatch_Location_Abbr,GeoName_ID,toponymName,Country,Latitude,Longitude,Recipient_Adress,Recipient_Location,Recipient_Location_Abbr,Recipient_Addr_Latitude,Recipient_Addr_Longitude,Mentioned_Person_ID,Mentioned_Persons,Mentioned_Org_ID,Mentioned_Org,Mentioned_Works_IDs,Mention_Works_Title,Text_ID,Mention_Works_Genre,Collective_Vesions_ID,Mentioned_Places,Mentioned_Places_Abbr
B18610304JRD,peHI,HENRIK IBSEN,peJRD,JONAS RAVN DAAE,1861-03-04,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peTWH,THORVALD WALDEMAR HOLTERMANN,orgKNT,KRISTIANIA NORSKE THEATER,,,,,,,
B18610317ChrTh,peHI,HENRIK IBSEN,orgChrTh,CHRISTIANIA THEATER,1861-03-17,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,"Til, Directionen for Christiania Theater.",Christiania,Kri,55.67346,12.59765,,,,,,,,,,,
B18610327CHo,peHI,HENRIK IBSEN,peCHo,CHRISTIAN HOLST,1861-03-27,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peBaP,BALTZAR BOGISLAUS VON PLATEN,,,,,,,,,
B18610606JKSH,peHI,HENRIK IBSEN,peJKSH,JOHAN KRISTOFFER STØREN HEFFERMEHL,1861-06-06,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peJJo,JOHANNE JOHANNESDATTER,,,,,,,,,
B18610718MAU,peHI,HENRIK IBSEN,peMAU,MARTIN UDBYE,1861-07-18,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,,,woFj,Fjeldfuglen,Fj,drama,,,
B18610725CB,peHI,HENRIK IBSEN,orgCB,KRISTIANIA BYFOGDKONTOR,1861-07-25,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peTWH,THORVALD WALDEMAR HOLTERMANN,,,,,,,,,
B18620303KNT,peHI,HENRIK IBSEN,orgKNT,KRISTIANIA NORSKE THEATER,1862-03-03,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,"peCPN, peWick","CARL PETER ANTON DIÜRENDAHL NYBLINN, NIELS JACOB EMIL NILS WICKSTRØM",orgKNT,KRISTIANIA NORSKE THEATER,,,,,,,
B18620514JBK,peHI,HENRIK IBSEN,peJBK,JOHANNES KLINGENBERG,1862-05-14,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,Hr. Ingeniørkaptejn Klingenberg.,,,,,,,orgKNT,KRISTIANIA NORSKE THEATER,,,,,,,
B18620519HW,peHI,HENRIK IBSEN,peHW,HARALD WERGELAND,1862-05-19,[Kristiania],Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peCARA,CHRISTIAN AUGUST RUDOLPH ABELSTED,,,,,,,,,
B18620524HJN,peHI,HENRIK IBSEN,peHJN,JACOB NANDRUP,1862-05-24,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,,,,,,,,,
B18620618MDEL,peHI,HENRIK IBSEN,peMDEL,MORTEN LAMBRECHTS,1862-06-18,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,"S.T., Hr: Civildommer Lambrechts.",,,,,,,orgKNT,KRISTIANIA NORSKE THEATER,,,,,,,
B18620812CT,peHI,HENRIK IBSEN,peCT,CHRISTIAN TØNSBERG,1862-08-12,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peHJN,HANS JACOB NANDRUP,,,,,,,,,
Budat18620825CHo,peHI,HENRIK IBSEN,peCHo,CHRISTIAN HOLST,1862-08-25,[Kristiania],Kri,3143244,Oslo,Norway,59.91273,10.74609,Hr: Kammerherre Chr: Holst,,,,,,,,,,,,,,,
B18630624RN,peHI,HENRIK IBSEN,peRN,RANDOLPH NILSEN,1863-06-24,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,"peWEN, peCKG, peWMo, peANil, pePB, peJvdL","WENCHE ELISABETH NILSEN, CHRISTEN KNAGENHJELM GRAN, WILHELM MOHR, ANDREAS NILSEN, PETER MICHAEL BLYTT (Blydt), JAKOB VON DER LIPPE",,,,,,,,"Bergen, Stavanger","Berg, Sta"
B18630810CP,peHI,HENRIK IBSEN,peCP,CLEMENS PETERSEN,1863-08-10,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,peBB,BJØRNSTJERNE MARTINIUS BJØRNSON,orgKT,DET KONGELIGE THEATER I KØBENHAVN,"woKE, woF1, woHH, woKK","Kongs-Emnerne, Fru Inger til Østeraad, Hærmændene paa Helgeland, Kjærlighedens Komedie","KE, F1, H1, KK","drama, drama, drama, drama","F, HH",,
B18631008Kdep,peHI,HENRIK IBSEN,orgKdep,KIRKE- OG UNDERVISNINGSDEPARTEMENTET,1863-10-08,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,,,,,,,,Kjøbenhavn,Kbh
B18631026FT,peHI,HENRIK IBSEN,peFT,FREDERIK TILLISCH,1863-10-26,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,"Til, Chefen for det Kongelige danske Theater, Hans Excellence, Geheimeconferentsraad Tillisch, Ridder af Elefantordenen, p: pl:",,,,,,,orgKT,DET KONGELIGE THEATER I KØBENHAVN,woKE,Kongs-Emnerne,KE,drama,,,
B18631027Kdep,peHI,HENRIK IBSEN,orgKdep,KIRKE- OG UNDERVISNINGSDEPARTEMENTET,1863-10-27,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,,,,,,,,,,,,,,,Hamburg,Ham
B18640307BD,peHI,HENRIK IBSEN,peBD,BERNHARD DUNKER,1864-03-07,Kristiania,Kri,3143244,Oslo,Norway,59.91273,10.74609,Hr: Regjeringsadvokat Dunker.,,,,,"peBB, peRP","BJØRNSTJERNE MARTINIUS BJØRNSON, RICHARD PETERSEN",,,,,,,,,
B18640417BD,peHI,HENRIK IBSEN,peBD,BERNHARD DUNKER,1864-04-17,København,Kbh,2618425,Copenhagen,Denmark,55.67594,12.56553,"Hr: Regjeringsadvokat Dunker, Christiania",Christiania,Kri,55.67346,12.59765,,,,,,,,,,"Lübeck, Triest, Rom","Lub, Tri, Rom"
B18640622BD,peHI,HENRIK IBSEN,peBD,BERNHARD DUNKER,1864-06-22,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,"peTH, peJB, peBB","THOMAS JOHANNESSEN HEFTYE, JOHAN (Josva) BRAVO, BJØRNSTJERNE MARTINIUS BJØRNSON",,,,,,,,"Triest, Milano, Genua, Rom, Venedig, Berlin","Tri, Mil, Gen, Rom, Ven, Berl"
B18640718JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1864-07-18,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,,,,,,,,,,,
B18640916BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1864-09-16,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,"peLD, peRP, peBMi, peGLB, peSuI, peSiI, peJHT, peEjBj, peKBj, peBD","LORENTZ HENRIK SEGELCKE DIETRICHSON, RICHARD PETERSEN, MICHELANGELO BUONAROTTI, GIOVANNI LORENZO BERNINI, SUSANNA/SUZANNAH IBSEN, SIGURD IBSEN, JOHAN HERMAN THORESEN, EJNAR BJØRNSON, KAROLINE BJØRNSON, CARL CHRISTIAN HENRIK BERNHARD DUNKER",orgChrTh,CHRISTIANIA THEATER,"woKE, woKG","Kongs-Emnerne, Kejser og Galilæer","KE, KG","drama, drama",,"Genzano, Rom, Milano, Christiania, Kjøbenhavn, Troja","Genz, Rom, Mil, Kri, Kbh, Troj"
B18650120SF,peHI,HENRIK IBSEN,orgSF,DEN SKANDINAVISKE FORENING I ROMA,1865-01-20,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,,,orgSF,DEN SKANDINAVISKE FORENING I ROMA,,,,,,,
B18650128BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1865-01-28,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,"Til, Digteren Bjørnstjerne Bjørnson, Christiania, in Norvegia",Christiania,Kri,55.67346,12.59765,"pePrax, peBMi, peJHT, peSiI, peKBj, peHI, peSuI, peBD","PRAXITELES, MICHELANGELO BUONAROTTI, JOHAN HERMAN THORESEN, SIGURD IBSEN, KAROLINE BJØRNSON, HENRIK JOHAN IBSEN, SUSANNA/SUZANNAH IBSEN, CARL CHRISTIAN HENRIK BERNHARD DUNKER",orgChrTh,CHRISTIANIA THEATER,,,,,,"vort Lands, Berlin, Dybbøl, Polen, Vatikanet, Villa Borghese, Caracallas Bade, Sabinerbjergene, Trondhjem, Hamburg","N, Berl, Dyb, Pol, Vat, ViBo, Cate, Sab, Trhm, Ham"
B18650325KNVS,peHI,HENRIK IBSEN,orgKNVS,DET KONGELIGE NORSKE VIDENSKABERS SELSKAB,1865-03-25,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,peBB,BJØRNSTJERNE MARTINIUS BJØRNSON,,,woKG,Kejser og Galilæer,KG,drama,,"Rom, Paris, Kristiania, Italien","Rom, Pa, Kri, It"
B18650619IN,peHI,HENRIK IBSEN,orgIN,ILLUSTRERET NYHEDSBLAD,1865-06-19,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,,,,,,,,,,,
B18650912EB,peHI,HENRIK IBSEN,peEB,EMIL BLOCH,1865-09-12,Ariccia,Aric,3182851,Ariccia,Italy,41.72063,12.6723,,,,,,"peGuB, peLH, peCBl","GIUSEPPE BENEDETTINI, LARS HANSEN, CARL HEINRICH BLOCH",,,,,,,,Rom,Rom
B18650912BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1865-09-12,Ariccia,Aric,3182851,Ariccia,Italy,41.72063,12.6723,"Til, Digteren , Bjørnson, Christiania, Norvegia.",Christiania,Kri,55.67346,12.59765,"peFH, peKri, peCaMu, peJS, peJB, peGHK, peKBj","NIELS FREDERIK VILHELM HEGEL, KRISTUS, CARL ARNOLDUS MÜLLER, JOHAN SVERDRUP, JOHAN (Josva) BRAVO, GEORG HERMAN KROHN, KAROLINE BJØRNSON","'orgStort, orgKNVS, orgChrTh'","STORTINGET, DET KONGELIGE NORSKE VIDENSKABERS SELSKAB, CHRISTIANIA THEATER","woBr, woKK","Brand, Kjærlighedens Komedie","Br, KK","drama, drama",,"Peterskirken, Rom, hjemme","PeKi, Rom, N"
B18650912JS,peHI,HENRIK IBSEN,peJS,JOHAN SVERDRUP,1865-09-12,Ariccia,Aric,3182851,Ariccia,Italy,41.72063,12.6723,,,,,,peBB,BJØRNSTJERNE MARTINIUS BJØRNSON,orgGyl,DEN GYLDENDALSKE BOGHANDEL,,,,,,"Kristiania, Kjøbenhavn","Kri, Kbh"
B18650926EB,peHI,HENRIK IBSEN,peEB,EMIL BLOCH,1865-09-26,Ariccia,Aric,3182851,Ariccia,Italy,41.72063,12.6723,"Signor Emil Bloch., Indir: al Sgr: Bravo, Console Danimarca., Roma.",,,,,"peGuB, peALo, peLH, pePCS, peCBl","GIUSEPPE BENEDETTINI, ANATOLE LORENTZANI, LARS HANSEN, PETER CHRISTIAN SCHIERBECK, CARL HEINRICH BLOCH",,,,,,,,Rom,Rom
B18651025FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1865-10-25,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,peBB,BJØRNSTJERNE MARTINIUS BJØRNSON,,,woBr,Brand,Br,drama,,"Kjøbenhavn, Italien","Kbh, It"
B18651026AK,peHI,HENRIK IBSEN,peAK,ANTON KLUBIEN,1865-10-26,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,"Hr: Cand: jur: A: Klubien, St: Kannikestræde, N, 15, 1, Sal., Kjøbenhavn.",Kjøbenhavn,Kbh,55.67594,12.56553,"peFH, peCBl, pePCS, peLH, peJB, peVVP, peHVS, peCKFM","NIELS FREDERIK VILHELM HEGEL, CARL HEINRICH BLOCH, PETER CHRISTIAN SCHIERBECK, LARS HANSEN, JOHAN (Josva) BRAVO, VILHELM VALDEMAR PETERSEN, HANS VALDEMAR STHYR, CHRISTIAN KNUD FREDERIK MOLBECH","'orgSF, orgGyl'","DEN SKANDINAVISKE FORENING I ROMA, DEN GYLDENDALSKE BOGHANDEL",woBr,Brand,Br,drama,,"London, Ariccia, Florents, Rom, Kjøbenhavn, Sore","Lon, Aric, Fir, Rom, Kbh, Sorr"
B18651107FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1865-11-07,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,peCKFM,CHRISTIAN KNUD FREDERIK MOLBECH,,,woBr,Brand,Br,drama,,Kjøbenhavn,Kbh
B18651115FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1865-11-15,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,"peBB, peBD, peMT, peAK","BJØRNSTJERNE MARTINIUS BJØRNSON, CARL CHRISTIAN HENRIK BERNHARD DUNKER, ANNA MAGDALENE THORESEN, ""ANTON HIERONYMUS FRITZSCHE KLUBIEN klubin""",,,woBr,Brand,Br,drama,,"Kjøbenhavn, Rom","Kbh, Rom"
B18651125FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1865-11-25,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,"Herr Cancelliraad F. Hegel, Copenaghen., Danimarca.",,,,,"peJB, peCKFM","JOHAN (Josva) BRAVO, CHRISTIAN KNUD FREDERIK MOLBECH",,,woBr,Brand,Br,drama,,"Kjøbenhavn, Danmark, Norge","Kbh, Dk, N"
B18651201SF,peHI,HENRIK IBSEN,orgSF,DEN SKANDINAVISKE FORENING I ROMA,1865-12-01,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,,,,,,,,,,hver Nation,N plSE plDk
B18651203MT,peHI,HENRIK IBSEN,peMT,MAGDALENE THORESEN,1865-12-03,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,"peKongK4, peGGa, peSiI, peFH, peCP, peSuI, peLD, peWMR, peTK, peAxT, peSaLu, peDFa, peMTh, peASM","KARL 15. (KARL 4.), GIUSEPPE GARIBALDI, SIGURD IBSEN, NIELS FREDERIK VILHELM HEGEL, CHRISTOPHER MATHIAS CLEMENS PETERSEN, SUSANNA/SUZANNAH IBSEN, LORENTZ HENRIK SEGELCKE DIETRICHSON, WALTER MAGNUS RUNEBERG, THOMAS KRAGH THORESEN, AXEL THORESEN, SARA LUDVIGSEN, DOROTHEA ELISABETH FALSEN, MARIE SOPHIE THORESEN, SOFIE (Anna Sophie) MEGRUND",,,woBr,Brand,Br,drama,,"Norge, Piemont, Genua, Novara, Alessandria, Palermo, Finmarken, Berlin, Dybbøl, Sverigs, Danmark, Kjøbenhavn","N, Pie, Gen, Nov, Ales, Pale, Finn, Berl, Dyb, SE, Dk, Kbh"
B18651204CP,peHI,HENRIK IBSEN,peCP,CLEMENS PETERSEN,1865-12-04,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,"Hr: Clemens Petersen., Kjøbenhavn.",Kjøbenhavn,Kbh,55.67594,12.56553,,,,,woBr,Brand,Br,drama,,Norge,N
B18660304BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1866-03-04,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,"peNR, peFB, peJB, peFH, peMT, peDiM, peKBj, peAnM, peLoB, peJFB, peBD, peFBPS, peAMu, peCP, peRiN","NIELS CHRISTIAN THEOBALD RAVNKILDE, SAMUEL FREDERIK BÆTZMANN, JOHAN (Josva) BRAVO, NIELS FREDERIK VILHELM HEGEL, ANNA MAGDALENE THORESEN, DITMAR MEIDELL, KAROLINE BJØRNSON, ANDREAS MUNCH, LOUISE LARSINE BRUN, JOHANNES FINNE BRUN, CARL CHRISTIAN HENRIK BERNHARD DUNKER, WILLIAM FREDERIK BENEDICT PETER SVERDRUP, ANNA MARIE AMALIE MUNCH, CHRISTOPHER MATHIAS CLEMENS PETERSEN, RIKARD NORDRAAK","'orgStort, orgKNVS, orgChrTh'","STORTINGET, DET KONGELIGE NORSKE VIDENSKABERS SELSKAB, CHRISTIANIA THEATER","woBr, woKK","Brand, Kjærlighedens Komedie","Br, KK","drama, drama",,Norge,N
B18660304FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-03-04,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,peBB,BJØRNSTJERNE MARTINIUS BJØRNSON,,,,,,,,,
B18660304BD,peHI,HENRIK IBSEN,peBD,BERNHARD DUNKER,1866-03-04,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,"Herr Regjeringsadvokat Dunker., Christiania.",Christiania,Kri,55.67346,12.59765,peFH,NIELS FREDERIK VILHELM HEGEL,,,woBr,Brand,Br,drama,,hjemme,N
B18660307FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-03-07,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,"peBB, peKongChr4, peMT, peCP","BJØRNSTJERNE MARTINIUS BJØRNSON, CHRISTIAN 4., ANNA MAGDALENE THORESEN, CHRISTOPHER MATHIAS CLEMENS PETERSEN",,,"woBr, woDi","Brand, Digte","Br, Di","drama, dikt",,"Norge, Kjøbenhavn, Christiania","N, Kbh, Kri"
B18660316FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-03-16,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,"peBB, peMT, peAK","BJØRNSTJERNE MARTINIUS BJØRNSON, ANNA MAGDALENE THORESEN, ""ANTON HIERONYMUS FRITZSCHE KLUBIEN klubin""",,,woBr,Brand,Br,drama,,"Danmark, Kjøbenhavns Poststempel, Pavestaten","Dk, Kbh, Rom"
B18660316AK,peHI,HENRIK IBSEN,peAK,ANTON KLUBIEN,1866-03-16,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,"peFH, peOE, peJCo, peJSo","NIELS FREDERIK VILHELM HEGEL, OTTO FREDERIK THEOBALD EVENS, JANUS ANDREAS BARTHOLIN LA COUR, JØRGEN VALENTIN SONNE",orgSF,DEN SKANDINAVISKE FORENING I ROMA,"woBr, woPG","Brand, Peer Gynt","Br, PG","drama, drama",,"Rom, Sorent, Genazzano, Olevano, Subiaco, Cerrano, Tivoli","Rom, Sorr, Ge, Ol, Su, Cer, Ti"
B18660322JG,peHI,HENRIK IBSEN,peJG,JOHN GRIEG,1866-03-22,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,peEGr,EDVARD HAGERUP GRIEG,,,woKE,Kongs-Emnerne,KE,drama,,"vort eget Land, Tydskland, Dresden","N, D, Dre"
B18660415GS,peHI,HENRIK IBSEN,peGS,GEORG SIBBERN,1866-04-15,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,peKongK4,KARL 15. (KARL 4.),,,woBr,Brand,Br,drama,,Norge,N
B18660415KongK4,peHI,HENRIK IBSEN,peKongK4,KONG KARL 15.,1866-04-15,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,,,orgStort,STORTINGET,woBr,Brand,Br,drama,,"Italien, Kjøbenhavn, mit Fædrelands Grændser, Christiania","It, Kbh, N, Kri"
Budat186604AK,peHI,HENRIK IBSEN,peAK,ANTON KLUBIEN,1866-04,[Roma],NN,3169070,Rome,Italy,41.89193,12.51133,,,,,,peEGr,EDVARD HAGERUP GRIEG,,,,,,,,,
B18660425GB,peHI,HENRIK IBSEN,peGB,GEORG BRANDES,1866-04-25,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,"Hr: Cand: mag: , Krystalgade N, 6, 3, Copenaghen.",,,,,"peLED, peJB, peDrEr, peFWo, pePK, peAP, peCD, peFH, peCP","LUDVIG ERNST DAVID, JOHAN (Josva) BRAVO, WOLFGANG ERHARDT, FREDERIK HERMAN (Friedrich Hermann) WOLFHAGEN, PASCAL MICHAEL POUL EGEDE KIERKEGAARD, prinsesse, f. Adelaide Nathan David PIGNATELLI, CHRISTIAN GEORG NATHAN DAVID, NIELS FREDERIK VILHELM HEGEL, CHRISTOPHER MATHIAS CLEMENS PETERSEN",orgSF,DEN SKANDINAVISKE FORENING I ROMA,,,,,,"hernede, det Neapolitanske, Sorento, St: Giacomo, Kjø, n","Rom, Na, Sorr, Gi, Kbh"
B18660425FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-04-25,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,,,,,woBr,Brand,Br,drama,,"Danmark, Norge, Sorent","Dk, N, Sorr"
B18660504MB,peHI,HENRIK IBSEN,peMB,MICHAEL BIRKELAND,1866-05-04 - 1866-05-05,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,"Hr: Rigsarkivar M Birkeland., a Christiania, (Norvegia.)",Christiania,Kri,55.67346,12.59765,"peKongK4, peGS, peBB, peOAB, pePBH, peJLo, peAFK, peCD, peJLH, peCHau, peMBi, peOF, peFStang","KARL 15. (KARL 4.), GEORG CHRISTIAN SIBBERN, BJØRNSTJERNE MARTINIUS BJØRNSON, OLE ANDREAS BACHKE, PAUL BOTTEN-HANSEN, JAKOB OLAUS LØKKE, ANDREAS FREDERIK KRIEGER, CHRISTIAN GEORG NATHAN DAVID, JOHANNE LUISE HEIBERG, JOHANNES CARSTEN HAUCH, MARIE BIRKELAND, OLE HENRIKSEN FLADAGER, FREDERIK STANG",orgStort,STORTINGET,"woBr, woKE","Brand, Kongs-Emnerne","Br, KE","drama, drama",,"Norge, Stokholm, Danmark, Kjøbenhavn, Rom, Pavestaten","N, Sthlm, Dk, Kbh, Rom, Vat"
B18660505BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1866-05-05,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,"Till, Digteren Bjørnstjerne Bjørnson., Christiania",Christiania,Kri,55.67346,12.59765,"peMB, peKongK4, peGS, peBD, peHHolm, peFB, peKBj, peMT","MICHAEL BIRKELAND, KARL 15. (KARL 4.), GEORG CHRISTIAN SIBBERN, CARL CHRISTIAN HENRIK BERNHARD DUNKER, HANS HOLMBOE, SAMUEL FREDERIK BÆTZMANN, KAROLINE BJØRNSON, ANNA MAGDALENE THORESEN","'orgChrTh, orgStort'","CHRISTIANIA THEATER, STORTINGET",,,,,,Christiania,Kri
B18660505BD,peHI,HENRIK IBSEN,peBD,BERNHARD DUNKER,1866-05-05,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,"Hr: Regjeringsadvokat Dunker., Christiania.",Christiania,Kri,55.67346,12.59765,"peOF, peHad, pePrax, peMyr","OLE HENRIKSEN FLADAGER, eg.: Publius Aelius Hadrianus HADRIAN, PRAXITELES, MYRON",orgStort,STORTINGET,,,,,,"Capitoliets, Vatikanets, Villa Borghese, Villa Ludovisi","Kap, Vat, ViBo, ViLu"
B18660516HCTh,peHI,HENRIK IBSEN,peHCTh,HARALD THAULOW,1866-05-16,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,peREP,ROBERT EDUARD PRUTZ,,,woKE,Kongs-Emnerne,KE,drama,,,
B18660521FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-05-21,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,"peGr, peGS, peFStang, peKongK4, peCHau, peCP, peGB, peECR, peHFH, peVL, peGAKH","G.G. GRIMM, GEORG CHRISTIAN SIBBERN, FREDERIK STANG, KARL 15. (KARL 4.), JOHANNES CARSTEN HAUCH, CHRISTOPHER MATHIAS CLEMENS PETERSEN, GEORG MORRIS COHEN BRANDES, ERNST CHRISTIAN RICHARDT, HANS FRIEDRICH (etter 1864: FREDERIK) HELVEG, GEORG VILHELM LYNG, GUSTAF AXEL KNUT HAMILTON","'orgStort, orgKNVS'","STORTINGET, DET KONGELIGE NORSKE VIDENSKABERS SELSKAB","woBr, woKG","Brand, Kejser og Galilæer","Br, KG","drama, drama",,"Paris, Throndhjem, Norge","Pa, Trhm, Sthlm, Kri, N"
B18660528MT,peHI,HENRIK IBSEN,peMT,MAGDALENE THORESEN,1866-05-28,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,"peFH, peECR","NIELS FREDERIK VILHELM HEGEL, ERNST CHRISTIAN RICHARDT",,,woBr,Brand,Br,drama,,"Chr-a, Frascati, Albanerbjergene","Kri, Fras, Alfj"
B18660602GS,peHI,HENRIK IBSEN,peGS,GEORG SIBBERN,1866-06-02,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,,,,,,peKongK4,KARL 15. (KARL 4.),,,woBr,Brand,Br,drama,,"Christiania, Stokholm","Kri, Sthlm"
B18660606LH,peHI,HENRIK IBSEN,peLH,LARS HANSEN,1866-06-06,Frascati,Fras,3176589,Frascati,Italy,41.8091,12.67942,,,,,,"peAuLor, peCPC, peGuB, peJB","AUG. LORENZ, CARL PAUL CASPARI, GIUSEPPE BENEDETTINI, JOHAN (Josva) BRAVO",,,,,,,,"Kjøbenhavn, Rom","Kbh, Rom"
B18660609FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-06-09,Frascati,Fras,3176589,Frascati,Italy,41.8091,12.67942,,,,,,"peHFH, peGB, peBB, peSKi","HANS FRIEDRICH (etter 1864: FREDERIK) HELVEG, GEORG MORRIS COHEN BRANDES, BJØRNSTJERNE MARTINIUS BJØRNSON, SØREN AABYE KIERKEGAARD",orgChrTh,CHRISTIANIA THEATER,woBr,Brand,Br,drama,,"Chr-a, Stokholm","Kri, Sthlm"
B18660618NR,peHI,HENRIK IBSEN,peNR,NIELS RAVNKILDE,1866-06-18,Frascati,Fras,3176589,Frascati,Italy,41.8091,12.67942,"All’ illustrissimo Maestro, Il Signore Nicolo Ravnkilde., Indirizz: all Cav: J. Bravo, Consigliere di Stato di Danimarca, Console di Svezia & Norvegia., Roma.",,,,,,,,,,,,,,,
B18660722PBH,peHI,HENRIK IBSEN,pePBH,PAUL BOTTEN-HANSEN,1866-07-22,Frascati,Fras,3176589,Frascati,Italy,41.8091,12.67942,"Herr Universitetsbibliothekar, P. Botten-Hansen",,,,,"peFB, peJB, peSuI, peJoBH, peCic, peJLo","SAMUEL FREDERIK BÆTZMANN, JOHAN (Josva) BRAVO, SUSANNA/SUZANNAH IBSEN, HANNA (Johanne Evine Karine Elisabeth) BOTTEN-HANSEN, MARCUS TULLIUS CICERO, JAKOB OLAUS LØKKE","'orgSF, orgStort'","DEN SKANDINAVISKE FORENING I ROMA, STORTINGET",woBr,Brand,Br,drama,,"Stokholm, Kristiania, Rom, Campagnen, Frascati, Albanerbjergene, Palazzo Gratiosi, Tusculum, Middelhavet, Sabinerland, Appeninerne, neapolitanske, Mons Soracte","Sthlm, Kri, Rom, Camp, Fras, Alfj, PaGr, Tus, Mdh, Sab, Ap, Na, MoSo"
B18660724Kdep,"peHI', 'peAuLor', 'peJB","HENRIK IBSEN', 'AUGUST LORENZ', 'JOHAN BRAVO",orgKdep,KIRKE- OG UNDERVISNINGSDEPARTEMENTET,1866-07-24,Roma,Rom,3169070,Rome,Italy,41.89193,12.51133,Til Den kongelige norske Regjerings Departement for Kirke- og Undervisningsvæsenet i Christiania.,Christiania,Kri,55.67346,12.59765,"peAuLor, peJB","AUG. LORENZ, JOHAN (Josva) BRAVO",,,,,,,,,
